dataset_label,scenario_label,onset_time_s,ramp_duration_s,direction_label,offset_mode_label,position_offset_north_m,position_offset_east_m,position_offset_down_m,velocity_offset_north_mps,velocity_offset_east_mps,velocity_offset_down_mps,total_samples,spoof_labeled_samples,clean_labeled_samples,trusted_verdicts,flagged_verdicts,rejected_verdicts,anomaly_tpr,anomaly_fpr,rejected_tpr,rejected_fpr,first_spoof_labeled_sample_index,first_anomaly_sample_index,first_rejected_sample_index,samples_from_onset_to_first_anomaly,samples_from_onset_to_first_rejection,mean_evaluation_latency_us,p95_evaluation_latency_us,max_evaluation_latency_us
px4_turn,east_onset_4.0_ramp_5.0_posvel,4.0,5.0,east,position_plus_velocity,0.0,30.0,0.0,0.0,9.0,0.0,120,112,8,48,14,58,0.6428571428571429,0.0,0.5178571428571429,0.0,9,22,38,14,30,339.5878083333334,473.405,1633.917
px4_turn,northeast_onset_4.0_ramp_5.0_pos,4.0,5.0,northeast,position_only,21.213203,21.213203,0.0,0.0,0.0,0.0,120,112,8,75,14,31,0.4017857142857143,0.0,0.2767857142857143,0.0,9,21,26,13,18,312.09668333333326,397.30400000000003,590.806
px4_turn,northeast_onset_4.0_ramp_5.0_posvel,4.0,5.0,northeast,position_plus_velocity,21.213203,21.213203,0.0,6.363961,6.363961,0.0,120,112,8,23,13,84,0.8660714285714286,0.0,0.75,0.0,9,23,37,15,29,291.33979999999997,354.204,810.208
px4_turn,northwest_onset_4.0_ramp_5.0_pos,4.0,5.0,northwest,position_only,21.213203,-21.213203,0.0,0.0,0.0,0.0,120,112,8,81,12,27,0.3482142857142857,0.0,0.24107142857142858,0.0,9,22,27,14,19,322.69762499999985,400.50399999999996,682.1070000000001
px4_turn,northwest_onset_4.0_ramp_5.0_posvel,4.0,5.0,northwest,position_plus_velocity,21.213203,-21.213203,0.0,6.363961,-6.363961,0.0,120,112,8,41,0,79,0.7053571428571429,0.0,0.7053571428571429,0.0,9,42,42,34,34,316.47507499999995,463.105,689.4069999999999
px4_turn,north_onset_4.0_ramp_10.0_pos,4.0,10.0,north,position_only,30.0,0.0,0.0,0.0,0.0,0.0,120,112,8,99,21,0,0.1875,0.0,0.0,0.0,9,40,,32,,336.76777499999974,423.904,1364.7150000000001
px4_turn,north_onset_4.0_ramp_10.0_posvel,4.0,10.0,north,position_plus_velocity,30.0,0.0,0.0,9.0,0.0,0.0,120,112,8,120,0,0,0.0,0.0,0.0,0.0,9,,,,,304.3832666666667,392.204,534.106
px4_turn,east_onset_4.0_ramp_10.0_pos,4.0,10.0,east,position_only,0.0,30.0,0.0,0.0,0.0,0.0,120,112,8,85,35,0,0.3125,0.0,0.0,0.0,9,35,,27,,323.9909833333332,477.60499999999996,889.9100000000001
px4_turn,east_onset_4.0_ramp_10.0_posvel,4.0,10.0,east,position_plus_velocity,0.0,30.0,0.0,0.0,9.0,0.0,120,112,8,120,0,0,0.0,0.0,0.0,0.0,9,,,,,310.74833333333316,389.904,1166.1119999999999
px4_turn,northeast_onset_4.0_ramp_10.0_pos,4.0,10.0,northeast,position_only,21.213203,21.213203,0.0,0.0,0.0,0.0,120,112,8,94,26,0,0.23214285714285715,0.0,0.0,0.0,9,36,,28,,367.0997666666666,435.10499999999996,4317.045999999999
